source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
Secretory,Stem (Oncogene) 1,Lama3,ITGA2_ITGB1,7.801700658218973e-4,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Oncogene) 1,Lama3,ITGA2_ITGB1,0.004052847415620576,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Oncogene) 2,Lama3,ITGA2_ITGB1,6.779290636890208e-4,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 2,Lama3,ITGA2_ITGB1,0.010809347520841481,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Oncogene) 2,Lama3,ITGA2_ITGB1,0.002985632846303375,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Oncogene) 2,Lama3,ITGA2_ITGB1,0.0057368516395445495,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Oncogene) 2,Lama3,ITGA2_ITGB1,0.003992822606519525,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Oncogene) 2,Lama3,ITGA2_ITGB1,8.946476282456127e-4,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Oncogene) 2,Lama3,ITGA2_ITGB1,0.004645305905482139,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Reserve),Lama3,ITGA2_ITGB1,0.003512901119607787,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Reserve),Lama3,ITGA2_ITGB1,0.05373388433706681,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Reserve),Lama3,ITGA2_ITGB1,0.01532301552697069,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Reserve),Lama3,ITGA2_ITGB1,0.02911101324748764,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Reserve),Lama3,ITGA2_ITGB1,0.02040697825733635,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Reserve),Lama3,ITGA2_ITGB1,0.0046316955861595,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Reserve),Lama3,ITGA2_ITGB1,0.02367799896176388,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Transit Amplifying,Lama3,ITGA2_ITGB1,0.0010279391481515883,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Transit Amplifying,Lama3,ITGA2_ITGB1,0.016304794178365157,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Transit Amplifying,Lama3,ITGA2_ITGB1,0.004521703379932662,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Transit Amplifying,Lama3,ITGA2_ITGB1,0.008676072152741635,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Transit Amplifying,Lama3,ITGA2_ITGB1,0.0060439383334598236,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Transit Amplifying,Lama3,ITGA2_ITGB1,0.0013563961374222153,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Transit Amplifying,Lama3,ITGA2_ITGB1,0.0070292372404485515,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Stroma),Lama3,ITGA2_ITGB1,0.00246380415943105,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Stroma),Lama3,ITGA2_ITGB1,0.03826262123472079,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Stroma),Lama3,ITGA2_ITGB1,0.010785105000258083,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Stroma),Lama3,ITGA2_ITGB1,0.020575109711486638,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Stroma),Lama3,ITGA2_ITGB1,0.014385448338499229,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Stroma),Lama3,ITGA2_ITGB1,0.0032495700862328098,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Stroma),Lama3,ITGA2_ITGB1,0.016707744133142147,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Late Absorptive,Lama3,ITGA2_ITGB1,9.356846172468979e-4,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Late Absorptive,Lama3,ITGA2_ITGB1,0.014861884005508705,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Late Absorptive,Lama3,ITGA2_ITGB1,0.00411718602475871,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Late Absorptive,Lama3,ITGA2_ITGB1,0.007902850141149192,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Late Absorptive,Lama3,ITGA2_ITGB1,0.005503992840886706,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Late Absorptive,Lama3,ITGA2_ITGB1,0.0012346999867656396,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Late Absorptive,Lama3,ITGA2_ITGB1,0.006401835334686258,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Secretory,Lama3,ITGA2_ITGB1,0.0010197551796116513,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Secretory,Lama3,ITGA2_ITGB1,0.016176952648744154,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Secretory,Lama3,ITGA2_ITGB1,0.00448582860695721,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Secretory,Lama3,ITGA2_ITGB1,0.008607522001125176,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Secretory,Lama3,ITGA2_ITGB1,0.005996059035264906,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Secretory,Lama3,ITGA2_ITGB1,0.0013456006710467526,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Secretory,Lama3,ITGA2_ITGB1,0.006973607294530678,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,ER Stress,Lama3,ITGA2_ITGB1,0.0011623214684888252,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),ER Stress,Lama3,ITGA2_ITGB1,0.018399533041678552,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,ER Stress,Lama3,ITGA2_ITGB1,0.005110488376769515,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),ER Stress,Lama3,ITGA2_ITGB1,0.00980048468499113,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,ER Stress,Lama3,ITGA2_ITGB1,0.006829578383297548,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,ER Stress,Lama3,ITGA2_ITGB1,0.0015336516659730489,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,ER Stress,Lama3,ITGA2_ITGB1,0.007941931056502715,0,LAMA3_ITGA2_ITGB1,Lama3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Reserve),Lama4,ITGA2_ITGB1,0.005981138074728076,0,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Transit Amplifying,Lama4,ITGA2_ITGB1,0.0017532624085855393,0,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Stroma),Lama4,ITGA2_ITGB1,0.004198029248880976,0,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Late Absorptive,Lama4,ITGA2_ITGB1,0.0015960162378819273,0,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Secretory,Lama4,ITGA2_ITGB1,0.0017393138113465205,0,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,ER Stress,Lama4,ITGA2_ITGB1,0.0019822779669138317,0,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 1,Lama5,ITGA2_ITGB1,0.003932865396511965,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Oncogene) 1,Lama5,ITGA2_ITGB1,6.343291073934163e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Oncogene) 1,Lama5,ITGA2_ITGB1,7.439880392711358e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Oncogene) 1,Lama5,ITGA2_ITGB1,4.991942646198473e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Oncogene) 1,Lama5,ITGA2_ITGB1,6.971102462177763e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Oncogene) 1,Lama5,ITGA2_ITGB1,8.533282821591897e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 2,Lama5,ITGA2_ITGB1,0.00450786390923306,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Oncogene) 2,Lama5,ITGA2_ITGB1,7.274224050554555e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Oncogene) 2,Lama5,ITGA2_ITGB1,8.531609972161202e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Oncogene) 2,Lama5,ITGA2_ITGB1,5.72466712648661e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Oncogene) 2,Lama5,ITGA2_ITGB1,7.994098502861343e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Oncogene) 2,Lama5,ITGA2_ITGB1,9.785301380167935e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Reserve),Lama5,ITGA2_ITGB1,0.02299043815373386,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Reserve),Lama5,ITGA2_ITGB1,0.003768585801311829,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Reserve),Lama5,ITGA2_ITGB1,0.0044176806822127605,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Reserve),Lama5,ITGA2_ITGB1,0.0029677247431973783,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Reserve),Lama5,ITGA2_ITGB1,0.00414028701303377,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Reserve),Lama5,ITGA2_ITGB1,0.005064189151404415,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Transit Amplifying,Lama5,ITGA2_ITGB1,0.0068217445959584105,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Transit Amplifying,Lama5,ITGA2_ITGB1,0.0011029573561166365,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Transit Amplifying,Lama5,ITGA2_ITGB1,0.0012935250104566334,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Transit Amplifying,Lama5,ITGA2_ITGB1,8.680746133233408e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Transit Amplifying,Lama5,ITGA2_ITGB1,0.0012120635524274959,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Transit Amplifying,Lama5,ITGA2_ITGB1,0.0014835080830054768,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Stroma),Lama5,ITGA2_ITGB1,0.016219222894004466,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Stroma),Lama5,ITGA2_ITGB1,0.0026433334154268547,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Stroma),Lama5,ITGA2_ITGB1,0.0030992196545590856,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Stroma),Lama5,ITGA2_ITGB1,0.002081099880446605,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Stroma),Lama5,ITGA2_ITGB1,0.002904372876094191,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Stroma),Lama5,ITGA2_ITGB1,0.0035534657397868034,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Late Absorptive,Lama5,ITGA2_ITGB1,0.006212746788315407,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Late Absorptive,Lama5,ITGA2_ITGB1,0.0010039769269379031,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Late Absorptive,Lama5,ITGA2_ITGB1,0.0011774630198491515,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Late Absorptive,Lama5,ITGA2_ITGB1,7.90156108341859e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Late Absorptive,Lama5,ITGA2_ITGB1,0.0011033026453922171,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Late Absorptive,Lama5,ITGA2_ITGB1,0.0013504228433188048,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Secretory,Lama5,ITGA2_ITGB1,0.006767745571352769,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Secretory,Lama5,ITGA2_ITGB1,0.0010941767820309412,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Secretory,Lama5,ITGA2_ITGB1,0.0012832292882031622,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Secretory,Lama5,ITGA2_ITGB1,8.611623139141697e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Secretory,Lama5,ITGA2_ITGB1,0.001202415436337024,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Secretory,Lama5,ITGA2_ITGB1,0.0014717024320420311,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),ER Stress,Lama5,ITGA2_ITGB1,0.007707706172099408,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,ER Stress,Lama5,ITGA2_ITGB1,0.0012471345513944553,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),ER Stress,Lama5,ITGA2_ITGB1,0.0014625764951663642,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,ER Stress,Lama5,ITGA2_ITGB1,9.815784037853603e-4,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,ER Stress,Lama5,ITGA2_ITGB1,0.0013704834044308643,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,ER Stress,Lama5,ITGA2_ITGB1,0.0016773468576672657,0,LAMA5_ITGA2_ITGB1,Lama5  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Oncogene) 1,Lamb1,ITGA2_ITGB1,0.0029079884882519933,0,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Oncogene) 2,Lamb1,ITGA2_ITGB1,0.003333647942983358,0,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Reserve),Lamb1,ITGA2_ITGB1,0.005248646654209082,0.02,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Reserve),Lamb1,ITGA2_ITGB1,0.017084473656426548,0,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Transit Amplifying,Lamb1,ITGA2_ITGB1,0.005047861342031907,0,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Stroma),Lamb1,ITGA2_ITGB1,0.0036831005084775764,0.02,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Stroma),Lamb1,ITGA2_ITGB1,0.01203128121850685,0,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Late Absorptive,Lamb1,ITGA2_ITGB1,0.0045964905671397535,0,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Secretory,Lamb1,ITGA2_ITGB1,0.005007833080944821,0,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,ER Stress,Lamb1,ITGA2_ITGB1,0.005704766372129033,0,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 1,Stem (Oncogene) 1,Lamb3,ITGA2_ITGB1,6.071693429128381e-4,0.03,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Oncogene) 1,Lamb3,ITGA2_ITGB1,2.7438791134277567e-4,0.02,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 1,Lamb3,ITGA2_ITGB1,0.00759990812593009,0,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Oncogene) 1,Lamb3,ITGA2_ITGB1,0.0026871901561103346,0,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Oncogene) 1,Lamb3,ITGA2_ITGB1,0.003592590867444729,0,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Oncogene) 1,Lamb3,ITGA2_ITGB1,0.0022655402910506978,0,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Oncogene) 1,Lamb3,ITGA2_ITGB1,0.002601421599018684,0,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Oncogene) 1,Lamb3,ITGA2_ITGB1,0.0012002213364302637,0,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Oncogene) 1,Lamb3,ITGA2_ITGB1,0.0011120131826342521,0,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 1,Stem (Oncogene) 2,Lamb3,ITGA2_ITGB1,6.962794866807292e-4,0.01,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Oncogene) 2,Lamb3,ITGA2_ITGB1,3.14673349943134e-4,0.02,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 2,Lamb3,ITGA2_ITGB1,0.008706354752972795,0,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Oncogene) 2,Lamb3,ITGA2_ITGB1,0.003080629909510873,0,LAMB3_ITGA2_ITGB1,Lamb3  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512
